fecha|hora|pais|operadora|vuelo_numero|ruta|tipo_aeronave|registro_aeronave|abordo|pasajeros|tripulantes|bajas|bajas_pasajeros|bajas_tripulacion|bajas_tierra|Descripcion|country
2007-11-30|01:36|Turkey|Atlasjet Airlines|4203|Istanbul  Isparta|McDonnell Douglas||57|50|7|57|50|7|0|While making an approach to land the passenger plane struck a mountaintop and broke apart 75 miles from Isparta Airport The accident was caused by pilot error as a result of the condition known as spatial disorientation The pilot is believed to have lost the sight of line for the horizon and instead of trusting the flight instruments diverted the aircraft to the route where the crash occurred|
2007-12-03|17:18|other|Evergreen Alaska Helicopters Inc||Cordova  Ancorage|other||4|3|1|4|3|1|0|Crashed into the sea while en route The pilots decision to continue VFR flight into night instrument meteorological conditions Contributing to the accident were the operators failure to adhere to an FAAapproved and mandated safety risk management program the FAAs failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program the pilots lack of experience in night winter operations in Alaska and the operators lack of an EMS dispatch and flight following system|
2007-12-05|06:48|other|Castle Aviation||Columbus OH  Buffalo NY|Cessna||2|1|1|2|1|1|0|The cargo plane crashed into a brushy field inverted shortly after taking off in heavy snow Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain The plane was carrying checks and other goods for a banking customer The pilots failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation Contributing to the accident were low cloud ceiling and night conditions|
2008-01-04|09:48|Venezuela|Transaven||Los Rogues  Carac|other||18|16|2|18|16|2|0|The commuter airliner crashed into the sea while en route after the pilot reported engine problems|
2008-01-12|nan|other|Military  Macedonian Air Force||Bosnia  Skopje Macedonia|other||11|10|1|11|10|1|0|The helicopter crashed 15 miles southeast of Skopje in heavy fog while attempting to land The aircraft was returning from European Unionled peacekeeping operations in Bosnia|
2008-01-17|12:43|England|British Airways|38|Bejing China  London England|Boeing||152|136|16|0|0|0|0|The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground 1000 ft short of the paved runway surface just inside the airfield boundary fence An investigation showned that the fuel flow to both engines was restricted most probably due to ice within the fuel feed system The ice is likely to have formed from water that occurred naturally in the fuel and should have been melted by the fueloil heat exchanger FOHE  However the FOHE did not heat its own inlet  face and investigation showed that although the flight was   within the certified operational envelope at all times a long   period of low fuel flow in an unusually cold environment followed  by a throttle increase could cause an ice jam at that point Corrections in design were made so this would not occur again|
2008-01-23|19:00|Poland|Military  Polish Air Force||Warsaw  Miroslawiec|other|19.0|20|16|4|20|16|4|0|While attempting to land the plane fell to the ground from about 500650 feet and crashed into a wooded area 2 miles from the airport|
2008-01-26|09:35|Indonesia|Dirgantara Air Service||Tarakan  Long Apung|other||3|0|3|3|0|3|0|The cargo plane crashed while en route|
2008-02-21|17:00|Venezuela|Santa Barbara Airlines|518|Merida  Caracas|other||46|43|3|46|43|3|0|Struck a mountain at 13500 feet and disintegrated shortly after departing Merida The pilots took off from Merida without waiting for the navigation system to properly initialize Consequently they became disoriented in the mountainous terrain surrounding the airport crashing into the side of a mountain while trying to determine their location|
2008-02-26|16:16|Argentina|BHS  Brazilian Helicopter Service Air Taxi||Oil Rig P18  Macae|other||20|17|3|5|4|1|0|Less than half minute after the takingoff from the Oil Rig P18  and while still in low altitude a failure in the tail rotor caused loss of control of the aircraft by the crew The helicopter crashed in the sea|
2008-03-03|16:00|Nepal|United Nations Mission|||other||10|7|3|10|7|3|0|The helicopter carrying United Nations personnel crashed in hilly terrain in poor weather conditions and burst into flames|
2008-04-03|11:00|Suriname|Blue Wing Airlines||Paramaribo  Lawa|Antonov||19|17|2|19|17|2|0|While attempting to land the crew aborted the the approach and executed a goaround Soon after the plane flew into a hillside|
2008-04-09|23:27|Australia|Avtex Air Services||Sydney  Brisbane|other||1|0|1|1|0|1|0|The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar|
2008-04-11|22:15|Moldova|Kata Transportation||Chrisinau Moldova  Antalya Turkey  Sudan|Antonov||8|0|8|8|0|8|0|Just minutes after the take off the plane tried to return to the airport because of engine problems but crashed about 100 metres away from the runway Pilots tried to land the transport which was carrying a cargo of 23 tons of fuel but a wing struck a fence and electrical wires and the plane crashed and burst into flames All eight crew members aboard were killed|
2008-04-15|14:30|Congo|Hewa Bora Airways||Goma  Kisangani  Kinshasa|McDonnell Douglas||85|79|6|0|0|0|47|While attempting to takeoff the plane failed to reach takeoff speed overran the runway proceeded through a perimeter fence and cashed into a crowded market|
2008-04-16|14:23|Equatorial Guinea|Military  Government of Equatorial Guinea||Bata  Annobon Island|Antonov||13|8|5|13|8|5|0|Crashed into the ocean after skidding off the runway in high winds and heavy rain|
2008-04-28|09:38|other|Naftogaz|||other||20|18|2|20|18|2|0|The helicopter crashed after the tail section hit the tower of the offshore drilling platform while it was attempting to land The pilot was a trainee flying with an instructor One survivor succumbed to his injuries soon after the crash|
2008-05-17|16:30|other|Chelan Air Service||Chelan  Stehekin|De Havilland||5|4|1|2|2|0|0|The float plane flipped and crashed as it attempted to land in Lake Chelan near Stehekin Lodge It appeared the planes wheels were deployed even though it was landing on water The pilots failure to retract the landing gear wheels prior to performing a water landing Contributing to the accident were the pilots disabling of the landing gear warningadvisory system and possible fatigue due to his work schedule|
2008-05-24|09:30|other|Island Express Helicopter Service||Long Beach  Two Harbors|other||6|5|1|4|3|1|0|The tour helicopter crashed near Banning House lodge in rain and poor visibility The engine appears to have failed Loss of engine power during approach for landing due to a fatigue fracture of a power turbine blade|
2008-05-26|18:15|Russia|Moskovia Airlines|GAI-9675|Chelyabinsk  Perm|Antonov||9|0|9|9|0|9|0|The crew of the cargo plane reported a fire shortly after taking off from Chelyabinsk The plane crashed in a field while attempting to make an emergency landing after striking a power transmission line|
2008-05-29|14:13|Panama|Military  Servicio Aereo Nacional||Tocumen  Colon|Bell Aircraft Corporation||12|9|3|11|9|2|0|Chiles national police chief General Jose Alejandro Bernales 59 and five others were killed when their helicopter crashed into a three story building The helicopter pitched wildly before crashing into the building|
2008-05-30|09:40|Honduras|TACA International Airlines|390|San Salvador El Salvador  Tegucigalpa Honduras  Miami|Airbus||136|131|5|3|2|1|2|After making a missed approach and during the second attempt at landing at Toncontin Airport the plane overran the runway skidded across a street struck cars and came to rest against an embankment The runway was wet with rain from Tropical Storm Alma|
2008-06-08|07:45|other|PHI Air Medical||HuntsvilleHouston|Bell Aircraft Corporation||4|1|3|4|1|3|0|The medical helicopter crashed into the Sam Houston National Forest while transporting a patient to a Houston hospital The pilots failure to identify and arrest the helicopters descent which resulted in its impact with terrain Contributing to the accident was the pilots inadvertent flight into instrument meteorological conditions and the limited outside visual reference due to the dark night conditions low clouds and fog|
2008-06-10|20:45|Sudan|Sudan Airways|548|Aman  Damascus  Khartoum|Airbus||214|203|11|32|31|1|0|While landing in poor weather the plane skidded off the runway hit navigation poles and burst into flames The plane had flown from Amman via Damascus but been turned back once from Khartoum and forced to land in Port Sudan on the Red Sea because of bad weather before being allowed to return to Khartoum The accident was due to a long flaring distance 900 meters from RW threshold on a wet slippery runway without selecting Auto brake and with one deactivated engine reverse in such rainy conditions The remaining available landing distance turned out to be too short to allow the captain to stop the aircraft before the end of the runway|
